Name,Version,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai,1.2 At Kappa Option S Xcent,Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197.0,81.86,5.0,,4.0
Honda,Amaze E I-vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,2.9
Hyundai,1.6 Sx Verna Vtvt,Pune,2013,21107,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,5.25
Honda,City Mt V,Mumbai,2014,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,5.75
Hyundai,1.6 Creta Dual Plus Sx Tone,Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,,13.12
Mahindra,2wd W8 Xuv500,Kochi,2014,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,7.83
Maruti,Cng Lxi R Wagon,Mumbai,2013,25755,CNG,Manual,First,37.24,998.0,58.16,5.0,,3.15
Toyota,2.5 7-seater Innova V,Mumbai,2013,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,10.4
Maruti,Swift Vdi,Pune,2012,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.35
Maruti,Amt R Vxi Wagon,Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,6.33 Lakh,5.23
Hyundai,1.2 Asta Grand I10 Kappa,Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197.0,81.86,5.0,8.1 Lakh,6.01
Honda,Amaze I-dtec Vx,Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,4.4
BMW,3 320d Highline Series,Chennai,2010,83000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,12.75
Ford,Figo Titanium,Delhi,2011,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,2.4
Volkswagen,1.2 Ameo Mpi Trendline,Kochi,2018,46007,Petrol,Manual,First,17.0,1198.0,73.75,5.0,,5.71
Ford,1.5 Dv5 Ecosport Mt Trend,Kochi,2015,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,,5.49
Honda,1.3 City Exi,Pune,2004,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,,1.3
Mahindra,2wd W6 Xuv500,Kolkata,2014,55000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,8.5
Toyota,4x2 Fortuner Manual,Delhi,2012,115000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,,12.99
Hyundai,1.2 Grand I10 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.4 Lakh,5.0
Maruti,Amt Dzire Plus Zdi,Pune,2017,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,11.26 Lakh,9.0
Maruti,Swift Vdi,Kochi,2016,38143,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,5.22
Volkswagen,1.2l Highline Polo,Pune,2012,19030,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.8
Toyota,1.2 Dual Etios Liva Tone Vx,Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197.0,78.9,5.0,7.59 Lakh,7.27
Maruti,Swift Vxi,Mumbai,2016,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7 Lakh,5.1
Mercedes-Benz,2009-2013 Cdi E-class E250 Elegance,Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,,29.0
Maruti,R Vxi Wagon,Pune,2013,61000,Petrol,Manual,First,18.9,998.0,67.1,5.0,,2.9
Tata,Bsiv Lx Nano,Kochi,2012,4187,Petrol,Manual,First,26.0,624.0,35.0,4.0,,1.38
Skoda,1.8 Ambiente Laura Tsi,Bangalore,2011,46000,Petrol,Manual,First,13.4,1798.0,157.8,5.0,,5.5
Volkswagen,Gt Polo Tsi,Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,11.26 Lakh,7.25
Hyundai,1.6 Sx Verna,Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,6.98
Tata,Bolt Quadrajet Xe,Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7.43 Lakh,5.25
Hyundai,D Eon Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,1.95
Audi,177 2.0 A4 Bhp Plus Premium Tdi,Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,24.5
Toyota,2.5 7 Gx Innova Seater,Kochi,2013,62162,Diesel,Manual,First,12.99,2494.0,100.0,7.0,,8.31
Mercedes-Benz,350 Cdi M-class Ml,Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,,36.0
Hyundai,1.1 Crdi S Xcent,Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,5.5
Honda,2.4 Accord At,Kochi,2011,62332,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,,5.89
Volkswagen,1.5 Highline Tdi Vento,Kochi,2016,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,7.95
Hyundai,I20 Sportz,Mumbai,2010,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,2.75
Hyundai,Crdi Elantra Sx,Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,,6.25
Ford,Figo Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,4.95
Hyundai,1.2 Executive I20 Magna,Kochi,2019,27339,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.27
Hyundai,1.6 Crdi Sx Verna,Kolkata,2017,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,,8.65
Hyundai,Asta Grand I10,Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,3.5
Audi,2.0 Q5 Tdi,Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,,35.0
Maruti,Dzire Swift Zxi,Kolkata,2015,27000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,4.45
Hyundai,I20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,2.65
Mahindra,100 5str D75 K4 Kuv Mfalcon Plus,Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,,4.7
Hyundai,1.6 At Elantra Option Sx,Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5.0,22.43 Lakh,8.9
Jeep,2.0 Black Compass Limited Option,Mumbai,2017,7000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,24.02 Lakh,17.45
Maruti,Brezza Option Vdi Vitara,Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,9.58
Toyota,1.8 Altis Corolla Gl,Kochi,2012,83184,Petrol,Manual,First,14.28,1798.0,138.03,5.0,21.69 Lakh,6.22
Mahindra,2wd W8 Xuv500,Kolkata,2013,87284,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,7.8
BMW,20d X1 Xdrive Xline,Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,,27.75
Hyundai,1.4 Crdi I20 Magna,Pune,2015,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,,7.0
Mercedes-Benz,350d Gle,Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,95.13 Lakh,64.87
Chevrolet,Cruze Ltz,Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,,6.5
Hyundai,1.2 I20 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,,2.7
Honda,Brio Mt S,Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,,2.5
Nissan,2013 Evalia Xl,Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,,3.9
Volkswagen,1.2l Polo Trendline,Delhi,2015,58000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.95
Hyundai,1.2 I10 Sportz,Chennai,2010,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,2.1
Chevrolet,At Cruze Ltz,Pune,2009,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,,3.5
Hyundai,Era I10,Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.0
Maruti,Ertiga Vdi,Delhi,2014,79870,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,5.35
Honda,Amaze I-dtech S,Delhi,2013,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.8
Mercedes-Benz,A A180 Class Sport,Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595.0,122.0,5.0,34.63 Lakh,17.25
Hyundai,1.2 Grand I10 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.32 Lakh,5.53
Hyundai,1.2 I10 Sportz,Pune,2009,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,,1.95
Maruti,Ddis Plus Swift Zdi,Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,8.2
Honda,1.3 City Exi,Pune,1999,140000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,,0.9
Toyota,2.5 7 Gx Innova Seater,Pune,2013,255000,Diesel,Manual,Third,12.99,2494.0,100.6,7.0,,6.5
Mini,Cooper Countryman D High,Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,,19.41
Fiat,Active Linea T-jet,Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368.0,112.4,5.0,,6.58
Chevrolet,1.4 Aveo Lt,Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399.0,92.7,5.0,,2.1
Hyundai,1.1 Era I10,Chennai,2008,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,2.0
Hyundai,1.1 Base Crdi Xcent,Delhi,2015,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,3.7
Maruti,At Celerio Vxi,Mumbai,2014,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,3.8
Hyundai,I10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.25
Renault,85ps Duster Rxl,Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,5.53
BMW,3 320d Series,Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,43.31 Lakh,10.9
Hyundai,Grand I10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.1
Hyundai,Dx Santro,Hyderabad,2007,96000,Petrol,Manual,Second,0.0,999.0,,5.0,,2.2
Chevrolet,1.0 Ls Spark,Pune,2009,44200,Petrol,Manual,Second,18.0,995.0,62.0,5.0,,1.6
Honda,City I Option Vtec Vx,Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,11.25
Volkswagen,Highline Vento,Chennai,2013,720000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,5.9
Toyota,4 4x2 At Fortuner Speed,Delhi,2012,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,,14.4
Honda,1.5 City Mt S,Delhi,2011,68000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.6
BMW,2013-2017 5 520d Line Luxury Series,Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,,40.5
Audi,30 Plus Premium Q5 Quattro Tdi,Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,,38.95
Maruti,Ldi Ritz,Delhi,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.6
Volkswagen,1.5 At Highline Tdi Vento,Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,,7.12
Honda,City Dtec I Sv,Kochi,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,7.52
Audi,2.0 A4 Multitronic New Tdi,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,,10.35
Skoda,1.6 Elegance Mpi Rapid,Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,,7.0
Toyota,3.0 Fortuner,Delhi,2011,60000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,10.85
Chevrolet,2.0 Bs3 Lt Magnum Optra,Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,,2.35
Maruti,7 Eeco Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.71 Lakh,2.9
Maruti,Ciaz Zxi,Delhi,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,7.65
Maruti,Ciaz Plus Shvs Vdi,Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,6.4
Toyota,2.5 2014 7 Innova Le Seater,Pune,2014,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,10.1
Maruti,Dzire Swift Vxi,Kolkata,2014,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,4.25
Toyota,2.8 At Crysta Gx Innova,Kochi,2019,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.74 Lakh,19.65
Tata,Elx Indica V2,Pune,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,,4.4
Hyundai,I20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,3.25
Ford,1.4 Duratorq Fiesta Zxi,Pune,2012,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.8
Chevrolet,1.3 8 Enjoy Ls Tcdi,Kolkata,2015,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,,4.3
Ford,1.4 Duratorq Exi Fiesta,Chennai,2006,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,,1.55
Honda,2.4 Cr-v Mt,Chennai,2007,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,,4.7
Honda,1.2 I Jazz Vtec Vx,Kochi,2017,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,7.07
Mercedes-Benz,350d Edition Gls Grand,Delhi,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,1.02 Cr,79.0
Hyundai,1.2 Grand I10 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.71 Lakh,5.75
Maruti,Ritz Vxi,Mumbai,2012,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,,3.25
Volkswagen,1.5 Ameo At Highline Tdi,Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,,8.89
Honda,City I Sv Vtec,Mumbai,2015,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,5.9
Honda,1.2 I Jazz S Vtec,Kolkata,2016,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,4.95
Maruti,Bsiv Ldi Swift,Delhi,2014,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,,3.75
Hyundai,1.6 At Crdi Creta Plus Sx,Kochi,2017,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,10.97
Audi,2011-2015 3.0 A7 Quattro Tdi,Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5.0,,24.94
Hyundai,D Eon Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,,1.97
Ford,Exi Figo,Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,1.4
Volkswagen,1.2 Ameo Highline Mpi,Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,8.68 Lakh,7.27
Renault,Rxl Scala,Kolkata,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,4.0
Honda,1.2 I Jazz V Vtec,Kolkata,2015,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,4.75
Hyundai,1.2 I20 Sportz,Delhi,2015,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,5.1
Audi,3.0 A4 Premium Quattro Tdi,Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,,16.11
Mahindra,Rexton Rx7 Ssangyong,Delhi,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,,10.55
Toyota,2.8 2wd At Fortuner,Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,34.45 Lakh,30.0
Skoda,1.9 Classic Mt Octavia Tdi,Kolkata,2002,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,,1.6
Mercedes-Benz,250 C-class Cdi Classic New,Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,,18.49
Maruti,1.4 Ciaz Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,9.96
Maruti,Swift Zdi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,,4.75
Toyota,B3 Fs Qualis,Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,,3.65
BMW,2007-2010 5 525d Sedan Series,Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,,15.5
Mitsubishi,2.8 Bsiii Dual Pajero Sfx Tone,Kochi,2013,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,,11.82
Toyota,Corolla H2,Delhi,2008,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,,2.05
Maruti,Cng Lxi R Wagon,Ahmedabad,2016,77000,CNG,Manual,First,37.24,998.0,58.16,5.0,,3.3
Maruti,Bs E Iv Mpi Omni Std,Mumbai,2013,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,,2.25
Audi,2.0 2011-2015 A6 Tdi,Kochi,2014,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,20.12
Hyundai,1.2 Cng Kappa Option S Xcent,Chennai,2017,46000,CNG,Manual,First,35.0,1197.0,81.86,5.0,,4.95
Honda,1.5 Dtec I Jazz S,Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,7.48
Mercedes-Benz,200 E-class Elegance Kompressor,Mumbai,2004,85000,Petrol,Automatic,Second,10.5,1796.0,157.7,5.0,,5.5
Honda,1.5 City Exi,Jaipur,2005,88000,Petrol,Manual,Second,13.0,1493.0,100.0,,,1.7
Audi,2.0 A4 Tdi,Kochi,2013,45330,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,13.19
Maruti,Dzire Swift Vxi,Mumbai,2012,88000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,3.85
Maruti,Dzire Vdi,Delhi,2016,45376,Diesel,Manual,First,28.4,1248.0,73.75,5.0,8.58 Lakh,5.75
Mahindra,4wd W8 Xuv500,Pune,2014,81000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.0
Chevrolet,Beat Lt,Kochi,2012,83381,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,2.21
Ford,1.5 Ecosport Plus Titanium,Kochi,2017,78526,Diesel,Manual,First,23.0,1498.0,98.96,5.0,12.67 Lakh,8.09
BMW,2013-2017 5 530d M Series Sport,Coimbatore,2017,27313,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,,48.63
Audi,30 Plus Premium Q5 Quattro Tdi,Coimbatore,2015,42747,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,,39.47
BMW,20d Sdrive X1 Xline,Coimbatore,2015,42265,Diesel,Automatic,Second,20.68,1995.0,190.0,5.0,48.18 Lakh,22.24
Hyundai,At I10 Magna,Mumbai,2009,21000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,,2.6
Hyundai,1.6 At Crdi Creta Plus Sx,Ahmedabad,2016,55100,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,12.0
Audi,177 2.0 A4 Bhp Plus Premium Tdi,Chennai,2014,70000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,18.0
Mercedes-Benz,2005 2013 350 Class L S,Mumbai,2007,55000,Petrol,Automatic,Third,10.13,3498.0,364.9,5.0,,9.99
Hyundai,I10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.45
Ford,1.5 Ecosport Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.89 Lakh,8.99
Volkswagen,Highline Vento,Kolkata,2011,35000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,3.15
Maruti,Dzire Plus Zdi,Jaipur,2017,24000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,10.48 Lakh,8.2
Mahindra,1.99 S10 Scorpio,Ahmedabad,2016,98000,Diesel,Manual,First,15.4,1997.0,120.0,7.0,,11.5
Hyundai,1.4 Asta Crdi I20,Coimbatore,2016,44487,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,7.3
Maruti,Alto Lxi,Chennai,2008,65000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.59
Hyundai,I10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,,3.15
Mahindra,7 S6 Scorpio Seater,Kolkata,2015,52373,Diesel,Manual,Second,15.4,2179.0,120.0,7.0,,8.5
Skoda,1.2l Classic Fabia,Hyderabad,2010,66285,Diesel,Manual,First,19.5,1199.0,75.0,5.0,,3.0
BMW,30d X5 Xdrive,Mumbai,2012,66000,Diesel,Automatic,First,15.3,2993.0,258.0,5.0,,21.0
Honda,1.5 Dtec I Jazz S,Hyderabad,2016,43000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,7.75
Mercedes-Benz,2009-2013 220 Avantgarde Cdi E E-class,Mumbai,2013,45200,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,,23.0
Mahindra,At Fwd W10 Xuv500,Mumbai,2016,41000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,,13.75
Honda,City Cvt I Sv Vtec,Kochi,2017,39430,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,8.29
Maruti,Swift Vdi,Coimbatore,2014,83274,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,5.79
Mercedes-Benz,220 At C-class Cdi New,Coimbatore,2017,32324,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,30.5
Honda,1.5 City Mt S,Mumbai,2011,49999,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,3.8
Tata,Ex Sumo,Bangalore,2014,66000,Diesel,Manual,First,15.3,2956.0,83.8,7.0,,4.45
Hyundai,I20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,3.3
Fiat,1.3 Dynamic Linea,Jaipur,2009,80000,Diesel,Manual,Second,20.4,1248.0,91.2,5.0,,1.75
Honda,1.8 2006-2010 At Civic V,Bangalore,2011,72000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,,5.5
Hyundai,1.6 Creta Plus Sx,Pune,2017,44865,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,13.35
Audi,35 A3 Tdi Technology,Delhi,2017,22000,Diesel,Automatic,Second,20.38,1968.0,143.0,5.0,,22.5
Hyundai,1.6 Option Sx Verna Vtvt,Delhi,2013,57478,Petrol,Manual,Second,17.0,1591.0,121.3,5.0,13.59 Lakh,5.25
Hyundai,1.4 Crdi I20 Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,3.75
Honda,Dtec I Mobilio S,Kochi,2015,50624,Diesel,Manual,First,24.2,1498.0,98.6,7.0,,6.32
Hyundai,1.6 At Crdi Sx Verna,Bangalore,2018,75000,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,,7.75
Ford,1.6 Duratec Fiesta Zxi,Chennai,2006,87000,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,,1.37
Hyundai,1.2 I10 Sportz,Mumbai,2010,62000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.1
Maruti,Brezza Vitara Zdi,Hyderabad,2016,41372,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.02 Lakh,9.3
Toyota,2.5 7 Innova Seater Vx,Ahmedabad,2015,70000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,12.0
Mercedes-Benz,200 Class D Gla Sport,Pune,2017,35000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,41.94 Lakh,23.5
Maruti,Alto Bsiii Lxi,Hyderabad,2006,71993,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.8
Mercedes-Benz,220 At C C-class Cdi Elegance New,Chennai,2013,62000,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,,12.5
Maruti,Ldi Swift,Delhi,2015,51000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.74
Hyundai,Grand I10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.43
Toyota,4x4 At Fortuner,Kochi,2018,37713,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,,31.62
Toyota,2.0 8 Gx Innova Str,Kolkata,2011,78088,Petrol,Manual,First,12.4,1998.0,132.0,8.0,,6.3
Ford,1.5 Ecosport Tdci Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,8.45
Ford,1.2p Figo Mt Titanium,Pune,2016,54000,Petrol,Manual,First,18.16,1196.0,86.8,5.0,,5.0
Toyota,3.0 Fortuner,Chennai,2011,190000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,,13.0
Maruti,Dzire Swift Vxi,Hyderabad,2012,65097,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,4.7
BMW,7 740li Series,Coimbatore,2018,28060,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,,93.67
Skoda,1.8 Mt Superb Tsi,Pune,2012,282000,Petrol,Manual,First,13.14,1798.0,160.0,5.0,,3.3
Maruti,Lxi Minor R Wagon,Jaipur,2009,111000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,,1.51
Renault,110ps Duster Rxz,Kochi,2013,63295,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,6.09
Maruti,Ciaz Plus Vxi,Mumbai,2015,35770,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,5.95
Hyundai,Crdi Elantra Sx,Hyderabad,2012,125928,Diesel,Manual,First,22.7,1582.0,126.24,5.0,,9.0
Skoda,1.5 At Elegance Rapid Tdi,Kolkata,2015,45000,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,,4.25
Mercedes-Benz,220 At C C-class Cdi Elegance New,Hyderabad,2013,21000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,,23.5
Honda,2.4 A/t Accord,Mumbai,2011,54774,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,,6.35
Maruti,Celerio Vxi,Chennai,2014,41123,Petrol,Manual,First,23.1,998.0,67.04,5.0,,3.4
BMW,7 740li Series,Bangalore,2017,17465,Petrol,Automatic,First,12.05,2979.0,320.0,5.0,,93.0
BMW,3 320d Series Sport,Chennai,2014,48000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,,21.6
Volkswagen,Trendline Vento,Chennai,2011,173000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.0
Maruti,Dzire Ldi Swift Tour,Pune,2018,12000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.5
Land,2 Freelander Rover Se,Mumbai,2012,34000,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,,19.25
