Name,Year,Fuel_Type,Price
Maruti,2012,Petrol,2880.6
Maruti,2016,Petrol,5761.2
Maruti,2009,Petrol,1994.26
Tata,2011,Petrol,1772.68
Ford,2015,Diesel,2769.81
Fiat,2011,Petrol,2769.81
Ford,2017,Petrol,7423.08
Maruti,2005,Petrol,1329.51
BMW,2016,Diesel,39386.65
Chevrolet,2017,Diesel,8586.4
Mahindra,2005,Diesel,2149.37
Tata,2016,Diesel,2437.43
Chevrolet,2011,Diesel,4210.11
Toyota,2016,Diesel,17338.99
Mercedes-Benz,2018,Diesel,43729.71
Maruti,2011,Petrol,1661.88
Toyota,2013,Diesel,9805.12
Toyota,2013,Diesel,19831.82
Hyundai,2014,Petrol,5628.25
Hyundai,2012,Diesel,6924.52
Audi,2015,Diesel,25205.24
Chevrolet,2010,Petrol,1617.57
Ford,2007,Diesel,2271.24
Ford,2014,Diesel,4520.32
Maruti,2014,Petrol,5041.05
Mercedes-Benz,2013,Diesel,15510.92
Hyundai,2016,Petrol,12076.36
Maruti,2010,Petrol,2714.41
Mercedes-Benz,2013,Diesel,17505.18
Ford,2017,Petrol,9140.36
Renault,2013,Diesel,9417.34
Mahindra,2016,Diesel,17217.12
Maruti,2013,Petrol,2603.62
Maruti,2015,Petrol,4786.23
Ford,2008,Diesel,4320.9
Hyundai,2011,Diesel,5761.2
Hyundai,2018,Petrol,6481.35
Maruti,2013,Petrol,6924.52
Mahindra,2019,Diesel,19532.68
Maruti,2017,Diesel,10802.25
Mercedes-Benz,2015,Petrol,60935.75
Volkswagen,2011,Diesel,4542.48
Toyota,2011,Diesel,13283.99
Mahindra,2017,Diesel,15001.27
Mercedes-Benz,2016,Diesel,62043.67
Honda,2016,Petrol,7201.5
Maruti,2013,Diesel,5262.63
Hyundai,2014,Petrol,6204.37
Ford,2017,Diesel,32351.34
Hyundai,2018,Petrol,7035.31
Honda,2013,Petrol,5484.22
Honda,2018,Diesel,9417.34
Hyundai,2013,Petrol,4985.65
Honda,2015,Diesel,6093.58
Maruti,2013,Diesel,7267.97
Maruti,2014,Petrol,2548.22
Toyota,2004,Diesel,3877.73
Hyundai,2016,Petrol,5041.05
Skoda,2009,Diesel,8586.4
Hyundai,2015,Petrol,5816.59
BMW,2013,Diesel,25803.52
BMW,2016,Diesel,26579.07
Chevrolet,2010,Petrol,1983.18
Mercedes-Benz,2011,Diesel,15400.13
Audi,2013,Diesel,20995.14
Maruti,2014,Petrol,2758.73
Renault,2016,Petrol,3489.96
Volkswagen,2017,Diesel,7146.1
Volkswagen,2013,Diesel,4708.67
Maruti,2014,Petrol,3046.79
Hyundai,2017,Petrol,7910.57
Toyota,2012,Petrol,2703.33
Hyundai,2012,Petrol,3877.73
Hyundai,2017,Diesel,8087.84
Maruti,2014,Petrol,3046.79
Hyundai,2017,Diesel,9084.97
Volkswagen,2015,Petrol,7212.58
Ford,2015,Diesel,4708.67
Maruti,2014,Petrol,6880.2
Hyundai,2016,Diesel,5074.29
Mahindra,2016,Diesel,8309.42
Maruti,2012,CNG,2326.64
Hyundai,2014,Petrol,4531.4
Skoda,2014,Diesel,11910.17
BMW,2014,Diesel,45978.79
Maruti,2014,Petrol,4874.86
Volkswagen,2013,Diesel,6924.52
BMW,2011,Diesel,11633.19
Maruti,2014,Diesel,8032.44
Ford,2013,Diesel,3545.35
Volkswagen,2014,Petrol,4376.29
Audi,2009,Diesel,13372.63
Toyota,2017,Diesel,20607.36
Hyundai,2013,Diesel,6315.16
Hyundai,2013,Petrol,1938.86
Audi,2011,Diesel,12176.07
Audi,2012,Diesel,16064.88
Skoda,2009,Diesel,3445.64
Honda,2015,Petrol,15466.6
Hyundai,2015,Diesel,7877.33
Honda,2014,Diesel,7644.67
Hyundai,2018,Petrol,8608.56
Toyota,2011,Diesel,6093.58
Hyundai,2014,Petrol,5927.39
Mahindra,2011,Diesel,4985.65
Volkswagen,2014,Diesel,5262.63
Jaguar,2015,Diesel,36339.87
Maruti,2005,Petrol,775.55
Mercedes-Benz,2018,Diesel,55717.44
Toyota,2010,Diesel,12176.07
Hyundai,2015,Petrol,6171.13
Hyundai,2018,Diesel,6536.74
Hyundai,2016,Petrol,10447.71
Hyundai,2010,Petrol,3212.98
Honda,2016,Petrol,4077.16
Toyota,2015,Diesel,24008.69
Audi,2011,Diesel,13849.03
Toyota,2018,Diesel,22069.82
Honda,2014,Diesel,7478.48
Honda,2015,Diesel,7711.14
Renault,2017,Petrol,3600.75
Maruti,2018,Diesel,9583.53
Maruti,2017,Petrol,5539.61
Mahindra,2011,Diesel,6093.58
Hyundai,2010,Petrol,2880.6
Hyundai,2014,Petrol,3778.02
Maruti,2011,Petrol,2991.39
Maruti,2008,Petrol,6093.58
Audi,2012,Petrol,38777.3
Mercedes-Benz,2011,Petrol,10802.25
Nissan,2013,Diesel,4708.67
Maruti,2015,Petrol,3545.35
Maruti,2014,Diesel,7589.27
Honda,2015,Diesel,4985.65
Maruti,2012,Diesel,3933.13
Hyundai,2010,CNG,2105.05
Mahindra,2008,Diesel,3988.52
Mercedes-Benz,2015,Diesel,24152.72
Toyota,2012,Diesel,14956.96
Datsun,2016,Petrol,2947.07
Honda,2010,Petrol,4154.71
Toyota,2018,Petrol,35453.53
Honda,2016,Diesel,8940.94
Volkswagen,2012,Diesel,6248.68
Audi,2013,Diesel,26579.07
Maruti,2016,Diesel,8309.42
Mercedes-Benz,2016,Diesel,29913.91
Maruti,2008,Diesel,3157.58
Renault,2012,Diesel,7035.31
Maruti,2010,Diesel,3656.15
Maruti,2013,Petrol,5539.61
Maruti,2014,Diesel,7157.18
Hyundai,2017,Petrol,4154.71
Maruti,2003,Petrol,1684.04
Maruti,2012,Petrol,3999.6
Audi,2017,Diesel,48460.54
Audi,2014,Diesel,22158.46
Smart,2008,Diesel,3323.77
Maruti,2010,Diesel,4043.92
Tata,2013,Diesel,5816.59
BMW,2016,Diesel,64259.52
Honda,2015,Petrol,9583.53
Tata,2015,Diesel,2769.81
Volkswagen,2014,Petrol,8586.4
Maruti,2015,Petrol,4597.88
Toyota,2011,Diesel,12020.96
Mitsubishi,2010,Petrol,6126.81
Volkswagen,2014,Diesel,12741.11
Porsche,2010,Petrol,44316.91
Hyundai,2015,Diesel,10248.29
Skoda,2011,Petrol,2537.14
Ford,2015,Diesel,7755.46
Maruti,2007,Petrol,1828.07
Maruti,2017,Petrol,9140.36
Mercedes-Benz,2011,Petrol,10126.41
Honda,2016,Petrol,7201.5
Toyota,2012,Diesel,3268.37
Renault,2015,Diesel,6370.56
Maruti,2012,LPG,3157.58
Volkswagen,2011,Petrol,2326.64
Hyundai,2017,Diesel,15012.35
Jaguar,2012,Diesel,22712.42
Jeep,2017,Diesel,22158.46
Land Rover,2018,Diesel,66165.15
Maruti,2016,Diesel,7201.5
Maruti,2016,Diesel,8309.42
Maruti,2007,Petrol,2382.03
Hyundai,2015,Diesel,9350.87
Mitsubishi,2013,Diesel,13837.96
Volkswagen,2017,Petrol,6071.42
Maruti,2013,Petrol,4653.28
Hyundai,2013,Diesel,7977.04
Maruti,2014,Diesel,5318.03
Mahindra,2017,Diesel,6459.19
Toyota,2018,Diesel,20374.7
Maruti,2016,Petrol,6481.35
Honda,2016,Diesel,6880.2
Hyundai,2013,Petrol,4043.92
Hyundai,2012,Diesel,4099.31
Mercedes-Benz,2015,Diesel,33237.68
Hyundai,2016,Petrol,5373.43
Hyundai,2017,Petrol,7677.9
Maruti,2016,Petrol,2880.6
Chevrolet,2014,Petrol,2093.97
Mercedes-Benz,2018,Diesel,43762.95
Skoda,2012,Petrol,11079.23
Audi,2009,Diesel,11023.83
Toyota,2014,Diesel,10469.87
Mercedes-Benz,2017,Diesel,31298.82
Hyundai,2008,Petrol,1994.26
Maruti,2008,Petrol,1551.09
Skoda,2015,Diesel,8032.44
Maruti,2012,Diesel,3988.52
Hyundai,2004,Petrol,1329.51
Honda,2014,Petrol,5473.14
Maruti,2007,Petrol,1384.9
Volkswagen,2013,Diesel,5318.03
Ford,2019,Diesel,34511.79
Hyundai,2011,Petrol,3656.15
Chevrolet,2012,Diesel,2659.01
Honda,2010,Petrol,2215.85
Maruti,2014,Petrol,3434.56
Skoda,2014,Petrol,5639.33
Maruti,2006,Petrol,1163.32
Ford,2015,Diesel,7755.46
Hyundai,2010,Petrol,2769.81
BMW,2012,Diesel,19388.65
Maruti,2011,Petrol,2326.64
Audi,2013,Diesel,19665.63
Maruti,2008,LPG,1606.49
Toyota,2005,Petrol,2714.41
Volvo,2011,Diesel,15289.33
Honda,2016,Diesel,6481.35
Maruti,2017,Diesel,9860.51
Maruti,2016,Petrol,5705.8
Mercedes-Benz,2015,Diesel,18347.2
Maruti,2010,Petrol,1828.07
Mercedes-Benz,2015,Petrol,17726.76
Hyundai,2008,Petrol,1606.49
Maruti,2017,Diesel,8952.02
Hyundai,2014,Petrol,4985.65
Nissan,2013,Petrol,4764.07
Maruti,2010,Petrol,2880.6
Renault,2018,Petrol,4930.26
Hyundai,2012,Petrol,5949.55
Maruti,2008,Petrol,1938.86
BMW,2013,Diesel,18280.73
BMW,2013,Diesel,21050.53
Tata,2016,Diesel,3102.18
Hyundai,2015,Diesel,6869.12
Maruti,2019,Petrol,4210.11
Maruti,2014,Diesel,6758.33
Ford,2019,Diesel,12907.3
Honda,2014,Petrol,4597.88
Toyota,2017,Diesel,18280.73
Mahindra,2008,Diesel,4764.07
Hyundai,2010,Petrol,2492.83
Hyundai,2014,Diesel,7478.48
Mahindra,2014,Diesel,10414.47
Volkswagen,2014,Diesel,5971.7
Maruti,2019,Diesel,9428.42
Tata,2010,Petrol,2049.66
Maruti,2012,Diesel,2769.81
Volkswagen,2013,Diesel,5262.63
Honda,2009,Petrol,3877.73
Hyundai,2014,Diesel,6093.58
Honda,2012,Petrol,7013.15
Chevrolet,2014,Diesel,2736.57
Chevrolet,2014,Petrol,3656.15
Tata,2011,Diesel,3877.73
Mercedes-Benz,2014,Diesel,42932.01
BMW,2008,Diesel,8852.3
Toyota,2013,Diesel,14713.21
BMW,2012,Petrol,10525.27
Renault,2019,Diesel,15522.0
Hyundai,2016,Diesel,7744.38
BMW,2010,Diesel,12187.15
BMW,2008,Petrol,12187.15
Nissan,2010,Petrol,2548.22
Jaguar,2014,Diesel,29359.95
Land Rover,2011,Diesel,74230.82
Jeep,2017,Petrol,19665.63
Honda,2010,Petrol,5318.03
Maruti,2013,Petrol,5063.21
Hyundai,2016,Diesel,3877.73
Nissan,2015,Diesel,8431.29
Audi,2015,Diesel,27698.07
Hyundai,2016,Petrol,6514.59
Toyota,2015,Diesel,14956.96
Hyundai,2015,Petrol,5096.44
Ford,2013,Diesel,5428.82
Honda,2012,Petrol,5816.59
Ford,2018,Petrol,13749.32
Volkswagen,2014,Diesel,4210.11
Mercedes-Benz,2010,Diesel,9915.91
Ford,2013,Diesel,7977.04
Tata,2017,Petrol,4985.65
Maruti,2014,Diesel,4597.88
Maruti,2016,Diesel,8796.91
Renault,2014,Diesel,8032.44
Maruti,2016,Petrol,4099.31
Hyundai,2010,Petrol,2714.41
Chevrolet,2011,Diesel,1661.88
Mahindra,2017,Diesel,13295.07
Hyundai,2012,Petrol,2437.43
Tata,2007,Diesel,3988.52
Hyundai,2009,Petrol,2127.21
Toyota,2016,Diesel,22712.42
Skoda,2010,Diesel,4708.67
Hyundai,2013,Petrol,3545.35
Toyota,2012,Diesel,2880.6
Maruti,2014,Diesel,4265.5
Hyundai,2010,Diesel,3855.57
Ford,2017,Diesel,5041.05
Maruti,2016,Diesel,7755.46
Maruti,2013,Diesel,6370.56
Honda,2016,Petrol,9672.17
Maruti,2009,Petrol,1883.47
Ford,2016,Diesel,32683.72
Maruti,2019,Diesel,11622.11
Porsche,2015,Petrol,70907.06
Maruti,2016,Diesel,8364.82
Tata,2014,Petrol,4376.29
Hyundai,2010,Petrol,3600.75
Skoda,2009,Diesel,3046.79
Toyota,2015,Diesel,8143.23
Volkswagen,2017,Petrol,5207.24
Hyundai,2016,Petrol,9716.48
Hyundai,2013,Petrol,3789.1
Chevrolet,2015,Petrol,2769.81
Jaguar,2012,Diesel,22158.46
Nissan,2014,Petrol,5816.59
Audi,2013,Diesel,16064.88
Hyundai,2011,Petrol,3822.33
Maruti,2015,Petrol,3656.15
Audi,2014,Diesel,56504.06
Maruti,2017,Diesel,7201.5
Hyundai,2013,Petrol,4043.92
Mahindra,2012,Diesel,8032.44
Hyundai,2014,Diesel,6658.62
Maruti,2015,Petrol,3102.18
Hyundai,2012,Petrol,4431.69
Honda,2014,Petrol,6592.14
Toyota,2011,Diesel,10192.89
Hyundai,2012,Diesel,5927.39
Tata,2017,Diesel,13295.07
Audi,2015,Diesel,43142.51
Maruti,2008,Petrol,2980.31
BMW,2013,Diesel,30467.88
Honda,2014,Petrol,3046.79
Maruti,2016,Petrol,3102.18
Hyundai,2016,Petrol,7146.1
Tata,2018,Petrol,6514.59
Maruti,2013,Petrol,5151.84
Hyundai,2014,Petrol,2769.81
Mercedes-Benz,2018,Petrol,56891.83
Hyundai,2016,Diesel,7589.27
Toyota,2012,Diesel,5816.59
Toyota,2014,Diesel,10226.13
Mini,2014,Diesel,24374.3
Volkswagen,2014,Diesel,5750.12
Skoda,2009,Petrol,4819.46
Mercedes-Benz,2013,Diesel,27144.11
Maruti,2015,Diesel,6370.56
Honda,2016,Petrol,10181.81
BMW,2008,Petrol,11910.17
Hyundai,2009,Petrol,3312.69
Maruti,2014,Diesel,4309.82
Honda,2018,Diesel,12995.93
Maruti,2016,Petrol,3445.64
Skoda,2014,Diesel,16009.48
Maruti,2018,Diesel,9638.93
Hyundai,2016,Diesel,5583.93
Maruti,2017,Diesel,9417.34
Mercedes-Benz,2014,Diesel,17338.99
Fiat,2015,Diesel,6259.76
Mercedes-Benz,2010,Petrol,18280.73
Maruti,2011,CNG,2215.85
Volkswagen,2012,Petrol,4320.9
BMW,2013,Diesel,16064.88
BMW,2015,Diesel,48748.6
Hyundai,2017,Petrol,5539.61
Toyota,2016,Diesel,21881.47
Renault,2017,Diesel,12674.64
Tata,2011,Diesel,1938.86
Maruti,2013,Diesel,6204.37
Mercedes-Benz,2016,Petrol,33703.01
Mahindra,2013,Diesel,10602.82
Mahindra,2016,Diesel,3877.73
Maruti,2018,Diesel,11588.87
Fiat,2014,Diesel,5373.43
Honda,2016,Petrol,6293.0
Skoda,2015,Petrol,14679.98
Jaguar,2011,Diesel,17726.76
Maruti,2013,Petrol,3323.77
Hyundai,2007,Petrol,1096.84
Toyota,2010,Petrol,5539.61
Maruti,2016,Petrol,5262.63
Volkswagen,2014,Petrol,5927.39
Hyundai,2017,Petrol,6625.38
Maruti,2011,Diesel,3877.73
Hyundai,2018,Petrol,5284.79
Maruti,2016,Petrol,6038.18
Tata,2018,Petrol,7589.27
Maruti,2016,Diesel,8087.84
Tata,2007,Petrol,1384.9
Maruti,2015,Diesel,9140.36
Maruti,2008,Petrol,3002.47
Hyundai,2016,Petrol,3988.52
Hyundai,2010,Petrol,3323.77
Maruti,2016,Petrol,5151.84
Mercedes-Benz,2010,Diesel,10525.27
Maruti,2011,Petrol,3268.37
Volkswagen,2011,Petrol,3323.77
Maruti,2015,Diesel,6592.14
Toyota,2008,Petrol,4431.69
Honda,2008,Petrol,2769.81
Ford,2017,Petrol,12597.08
Fiat,2010,Diesel,2492.83
Hyundai,2013,Petrol,3434.56
Volvo,2014,Diesel,19034.11
Hyundai,2018,Petrol,7201.5
Honda,2014,Diesel,6315.16
Toyota,2013,Diesel,8863.38
Renault,2016,Petrol,2880.6
Maruti,2009,Petrol,2714.41
Mercedes-Benz,2014,Petrol,12818.67
Maruti,2012,Petrol,2548.22
Maruti,2016,Diesel,6536.74
Hyundai,2015,Petrol,7977.04
Hyundai,2013,Diesel,6536.74
Honda,2014,Petrol,6647.54
Hyundai,2010,Petrol,2160.45
Toyota,2016,Diesel,7256.89
Volvo,2015,Diesel,27698.07
Ford,2012,Diesel,2936.0
Mercedes-Benz,2017,Diesel,77000.63
BMW,2012,Diesel,15510.92
Maruti,2014,Petrol,2326.64
Toyota,2017,Diesel,22601.62
Volkswagen,2019,Petrol,6293.0
Nissan,2014,Petrol,6148.97
Mitsubishi,2013,Diesel,14126.02
Honda,2012,Petrol,3711.54
Maruti,2013,Petrol,1717.28
Volkswagen,2013,Diesel,6536.74
Land Rover,2012,Diesel,21028.37
Honda,2014,Petrol,12752.19
Maruti,2016,Diesel,8586.4
Toyota,2016,Diesel,15400.13
Tata,2010,Petrol,1495.7
Audi,2015,Diesel,42101.06
Hyundai,2017,Petrol,12851.9
Volkswagen,2017,Diesel,13572.05
Honda,2011,Petrol,4210.11
Ford,2014,Diesel,3600.75
Honda,2016,Petrol,7090.71
Volkswagen,2012,Petrol,4376.29
Honda,2010,Petrol,3955.28
Honda,2005,Petrol,1384.9
Maruti,2015,CNG,4043.92
Honda,2013,Petrol,13849.03
BMW,2014,Diesel,25482.22
Ambassador,2003,Diesel,1495.7
Mahindra,2012,Diesel,7002.07
Volkswagen,2012,Diesel,3766.94
Maruti,1999,Petrol,853.1
Maruti,2009,Petrol,997.13
Toyota,2017,Petrol,19942.61
BMW,2013,Petrol,21050.53
Ford,2007,Petrol,1218.72
Chevrolet,2012,Petrol,2215.85
Toyota,2012,Diesel,7201.5
Mahindra,2014,Diesel,10469.87
Hyundai,2016,Diesel,4431.69
Mercedes-Benz,2017,Diesel,35730.51
Hyundai,2009,Petrol,2326.64
Toyota,2015,Petrol,10802.25
Toyota,2014,Petrol,6979.91
Audi,2013,Diesel,23266.38
Hyundai,2014,Diesel,5151.84
Mercedes-Benz,2013,Diesel,18834.69
Maruti,2013,Diesel,4819.46
Hyundai,2017,Diesel,16419.42
Jaguar,2018,Diesel,44316.91
Mahindra,2016,Diesel,6813.72
Toyota,2014,Diesel,12464.13
Toyota,2018,Petrol,35453.53
Audi,2018,Diesel,50543.44
Maruti,2017,Diesel,6913.44
Maruti,2015,Diesel,5318.03
Maruti,2014,Petrol,4985.65
Hyundai,2015,Petrol,4287.66
Hyundai,2013,Petrol,3046.79
Maruti,2018,Petrol,7279.05
Hyundai,2010,Petrol,2215.85
Honda,2012,Petrol,4043.92
Maruti,2016,Diesel,7700.06
Hyundai,2014,Petrol,6093.58
Mahindra,2013,Diesel,7755.46
Mercedes-Benz,2014,Diesel,26590.15
Land Rover,2010,Diesel,12187.15
Mercedes-Benz,2016,Diesel,36007.49
Hyundai,2015,Diesel,7146.1
Skoda,2015,Diesel,17449.78
Honda,2014,Petrol,6093.58
Toyota,2015,Diesel,21083.77
Audi,2013,Diesel,16895.82
Maruti,2012,Petrol,2659.01
Tata,2011,Diesel,2548.22
Audi,2014,Diesel,15898.69
Maruti,2018,CNG,3877.73
Honda,2018,Petrol,13261.84
Hyundai,2009,Petrol,1772.68
Toyota,2015,Diesel,20939.74
Hyundai,2017,Petrol,5982.78
Maruti,2015,Petrol,3268.37
Volkswagen,2013,Petrol,5650.41
Maruti,2006,Petrol,1661.88
Honda,2011,Petrol,5428.82
Honda,2010,Petrol,3212.98
Honda,2005,Petrol,1274.11
Hyundai,2010,Petrol,2548.22
Hyundai,2018,Diesel,6636.46
Volkswagen,2011,Petrol,3766.94
Hyundai,2009,Petrol,1883.47
Hyundai,2009,Petrol,2204.77
Chevrolet,2012,Petrol,2769.81
Volkswagen,2013,Diesel,5373.43
Ford,2010,Petrol,2936.0
Audi,2014,Petrol,30301.69
Honda,2015,Diesel,7644.67
Ford,2013,Diesel,3877.73
Toyota,2015,Diesel,13849.03
Maruti,2017,Petrol,10192.89
Hyundai,2015,Petrol,5428.82
Honda,2009,Petrol,3545.35
Ford,2014,Petrol,6148.97
Skoda,2014,Petrol,14956.96
Fiat,2010,Diesel,2880.6
Maruti,2015,Petrol,4985.65
Land Rover,2013,Diesel,37669.37
Toyota,2012,Diesel,13295.07
Maruti,2015,Diesel,5816.59
Audi,2014,Diesel,23886.81
BMW,2012,Diesel,27343.53
Hyundai,2013,Petrol,4066.08
BMW,2016,Diesel,32683.72
Toyota,2012,Petrol,3434.56
Tata,2015,Diesel,3212.98
Mercedes-Benz,2014,Diesel,47640.68
Volkswagen,2009,Petrol,17671.37
Volkswagen,2011,Diesel,4985.65
Hyundai,2014,Diesel,3866.65
Maruti,2014,Diesel,4708.67
Hyundai,2008,Diesel,2105.05
BMW,2011,Diesel,18358.28
Honda,2012,Petrol,6370.56
Audi,2013,Diesel,15510.92
Fiat,2013,Diesel,2769.81
Honda,2002,Petrol,1329.51
Fiat,2005,Petrol,941.73
BMW,2013,Diesel,15455.52
Ford,2007,Petrol,1772.68
Tata,2016,Petrol,3988.52
Maruti,2018,CNG,4985.65
Maruti,2019,Petrol,6714.01
Maruti,2013,Petrol,5860.91
Ford,2014,Diesel,6370.56
Maruti,2015,Petrol,6425.95
Maruti,2014,Petrol,6337.32
Hyundai,2014,Petrol,4863.78
Mahindra,2016,Diesel,12242.55
Hyundai,2015,Diesel,5351.27
Maruti,2013,CNG,3279.45
Hyundai,2012,Diesel,4985.65
BMW,2011,Diesel,21604.49
Skoda,2017,Petrol,9694.32
Audi,2016,Diesel,74230.82
Honda,2016,Petrol,9306.55
Hyundai,2016,Petrol,5528.53
Honda,2016,Diesel,9062.81
Honda,2012,Petrol,3212.98
Maruti,2015,Diesel,7866.25
Maruti,2016,Diesel,7810.86
Honda,2015,Petrol,19388.65
Toyota,2008,Petrol,3778.02
Maruti,2005,Petrol,1440.3
Honda,2012,Petrol,6293.0
Mahindra,2007,Diesel,4542.48
Skoda,2011,Petrol,4431.69
BMW,2015,Diesel,33237.68
Maruti,2007,Petrol,1994.26
Maruti,2015,Petrol,7677.9
Land Rover,2012,Diesel,77554.59
Toyota,2013,Diesel,8752.59
Hyundai,2011,Petrol,3080.03
Hyundai,2014,Diesel,15954.09
Mercedes-Benz,2011,Petrol,14956.96
Maruti,2014,CNG,3489.96
Maruti,2012,Petrol,3190.82
Maruti,2016,Petrol,2382.03
Nissan,2013,Petrol,4154.71
Maruti,2019,Petrol,3988.52
Maruti,2018,Petrol,3988.52
Hyundai,2018,Petrol,8364.82
Honda,2015,Diesel,5207.24
Tata,2010,Diesel,1772.68
Chevrolet,2011,Diesel,3700.46
Honda,2016,Petrol,10082.1
Hyundai,2019,Petrol,6835.88
Hyundai,2008,Diesel,2769.81
Nissan,2016,Petrol,3323.77
Hyundai,2012,Diesel,6370.56
Hyundai,2017,Petrol,11910.17
Maruti,2013,Petrol,3157.58
Honda,2008,Petrol,7201.5
Honda,2016,Petrol,10469.87
Maruti,2016,Diesel,7478.48
Honda,2017,Diesel,8586.4
Hyundai,2014,Diesel,4874.86
Mercedes-Benz,2015,Diesel,46532.76
Nissan,2014,Diesel,6281.92
Renault,2016,Diesel,12741.11
Maruti,2009,Petrol,1872.39
Hyundai,2009,Diesel,1994.26
Maruti,2016,Petrol,3545.35
Honda,2004,Petrol,1661.88
BMW,2019,Diesel,50809.34
Volkswagen,2016,Petrol,5650.41
Maruti,2013,Diesel,5373.43
Ford,2010,Petrol,2659.01
BMW,2013,Diesel,24374.3
Hyundai,2012,Diesel,4741.91
Renault,2015,Diesel,6281.92
Hyundai,2018,Petrol,6869.12
BMW,2013,Diesel,16053.8
Maruti,2010,Diesel,3323.77
Hyundai,2010,Petrol,2492.83
BMW,2016,Diesel,48504.86
Honda,2019,Petrol,12685.72
Mahindra,2014,Diesel,11633.19
Ford,2015,Diesel,8287.26
Maruti,2010,Petrol,3434.56
Volkswagen,2011,Petrol,2825.2
Volkswagen,2013,Diesel,3877.73
Volkswagen,2012,Diesel,2869.52
Maruti,2013,Diesel,6038.18
Ford,2017,Diesel,6647.54
Toyota,2016,Diesel,17161.72
BMW,2010,Petrol,13849.03
Maruti,2017,Diesel,5262.63
Ford,2017,Petrol,8697.19
Hyundai,2013,Diesel,6647.54
Tata,2016,Petrol,4431.69
Audi,2011,Diesel,31852.78
Tata,2012,Diesel,2769.81
Maruti,2015,Diesel,6093.58
Fiat,2010,Petrol,1761.6
Hyundai,2017,Petrol,6891.28
Hyundai,2016,Petrol,3046.79
Hyundai,2007,Petrol,1495.7
Mercedes-Benz,2017,Diesel,27698.07
Maruti,2014,Petrol,3102.18
Chevrolet,2014,Petrol,2714.41
Honda,2016,Petrol,7035.31
BMW,2009,Diesel,8863.38
Renault,2014,Diesel,9140.36
Ford,2017,Petrol,6592.14
Toyota,2018,Diesel,22069.82
Chevrolet,2016,Diesel,3489.96
Volkswagen,2014,Petrol,6370.56
Ford,2018,Diesel,35941.01
Hyundai,2016,Diesel,8874.46
Ford,2017,Petrol,7179.34
Maruti,2007,Petrol,830.94
Honda,2014,Diesel,5539.61
Mahindra,2012,Diesel,8586.4
Ford,2010,Diesel,2880.6
Ford,2018,Petrol,10192.89
Hyundai,2015,Petrol,5595.01
Toyota,2012,Diesel,10636.06
Renault,2013,Diesel,6093.58
Toyota,2013,Diesel,10359.08
Honda,2009,Petrol,2880.6
Maruti,2016,Petrol,3877.73
Nissan,2016,Petrol,4719.75
Maruti,2016,Petrol,4708.67
Mercedes-Benz,2010,Petrol,13018.09
Ford,2013,Diesel,3877.73
Hyundai,2015,Petrol,8309.42
Hyundai,2009,Petrol,3600.75
Maruti,2012,Petrol,5428.82
Mercedes-Benz,2014,Diesel,29913.91
Hyundai,2017,Petrol,9871.59
Hyundai,2014,Petrol,7412.0
Chevrolet,2014,Diesel,6669.69
Toyota,2010,Petrol,4985.65
Maruti,2011,Petrol,2215.85
Nissan,2012,Diesel,2659.01
Tata,2013,Petrol,1329.51
Maruti,2014,Diesel,3212.98
Land Rover,2008,Petrol,45291.88
Audi,2016,Diesel,29913.91
Honda,2016,Diesel,8309.42
Chevrolet,2004,Petrol,1661.88
Audi,2016,Diesel,43762.95
Maruti,2012,Diesel,3755.86
Mahindra,2018,Diesel,13738.24
Maruti,2014,Diesel,7589.27
Toyota,2011,Diesel,6370.56
Tata,2015,Diesel,2215.85
Maruti,2006,Petrol,997.13
Volkswagen,2015,Petrol,4210.11
Hyundai,2017,Petrol,18114.54
Toyota,2012,Diesel,18280.73
Maruti,2019,Petrol,9638.93
Maruti,2016,Petrol,6758.33
Mini,2013,Diesel,24307.83
Mercedes-Benz,2009,Diesel,24374.3
Maruti,2015,Petrol,2936.0
Maruti,2017,Petrol,5838.75
Chevrolet,2014,Diesel,2747.65
Toyota,2011,Diesel,6647.54
Toyota,2009,Diesel,9860.51
BMW,2012,Diesel,19942.61
Skoda,2016,Petrol,12896.22
Toyota,2019,Diesel,9960.23
Volkswagen,2009,Diesel,5816.59
Hyundai,2011,Diesel,3268.37
Tata,2013,Diesel,2936.0
Volkswagen,2013,Petrol,4431.69
Hyundai,2016,Diesel,13849.03
Maruti,2014,Petrol,3600.75
Honda,2008,Petrol,4431.69
Mahindra,2012,Diesel,6924.52
Volkswagen,2016,Diesel,6425.95
Tata,2015,Petrol,5539.61
Jaguar,2016,Diesel,65068.3
Toyota,2018,Petrol,19377.57
Maruti,2011,Petrol,2160.45
Honda,2007,Petrol,3323.77
Hyundai,2014,Petrol,6093.58
Toyota,2013,Diesel,18280.73
Mercedes-Benz,2011,Petrol,16064.88
Maruti,2016,Diesel,8630.72
Maruti,2017,Diesel,9162.52
Land Rover,2019,Diesel,107546.06
Chevrolet,2012,Petrol,2382.03
Honda,2008,Petrol,3323.77
BMW,2014,Diesel,31897.1
Skoda,2011,Diesel,6038.18
Maruti,2013,Diesel,4376.29
Volvo,2013,Diesel,17726.76
Maruti,2013,Petrol,4708.67
Land Rover,2014,Diesel,38223.34
Honda,2008,Petrol,2880.6
Toyota,2017,Diesel,14934.8
Toyota,2018,Diesel,35564.32
Honda,2018,Petrol,6835.88
Honda,2015,Petrol,6093.58
Maruti,2017,Diesel,10137.49
