Name,Location,Year,Fuel_Type,Transmission,Owner_Type
Volkswagen,Kolkata,2012,Diesel,Manual,First
Maruti,Kolkata,2013,Diesel,Manual,First
Ford,Kolkata,2017,Diesel,Manual,First
Toyota,Kolkata,2016,Diesel,Automatic,First
BMW,Mumbai,2010,Petrol,Automatic,Second
Maruti,Kolkata,2017,Diesel,Manual,First
Ford,Mumbai,2017,Petrol,Manual,First
Hyundai,Ahmedabad,2013,Diesel,Manual,First
Tata,Mumbai,2016,Petrol,Manual,First
Audi,Mumbai,2011,Diesel,Automatic,First
Tata,Pune,2012,Diesel,Manual,First
Maruti,Delhi,2015,Diesel,Manual,First
Fiat,Kolkata,2010,Petrol,Manual,First
Hyundai,Mumbai,2017,Petrol,Manual,First
Hyundai,Kolkata,2016,Petrol,Manual,First
Hyundai,Chennai,2007,Petrol,Manual,Second
Mercedes-Benz,Pune,2017,Diesel,Automatic,First
Maruti,Delhi,2014,Petrol,Manual,First
Chevrolet,Mumbai,2014,Petrol,Manual,Second
Honda,Pune,2016,Petrol,Automatic,First
BMW,Mumbai,2009,Diesel,Automatic,Third
Renault,Bangalore,2014,Diesel,Manual,First
Ford,Mumbai,2017,Petrol,Automatic,First
Toyota,Kochi,2018,Diesel,Manual,First
Chevrolet,Kochi,2016,Diesel,Manual,First
Volkswagen,Chennai,2014,Petrol,Automatic,First
Ford,Kochi,2018,Diesel,Automatic,First
Hyundai,Kochi,2016,Diesel,Automatic,Second
Ford,Coimbatore,2017,Petrol,Manual,First
Maruti,Jaipur,2007,Petrol,Manual,First
Honda,Kolkata,2014,Diesel,Manual,First
Mahindra,Mumbai,2012,Diesel,Manual,First
Ford,Chennai,2010,Diesel,Manual,First
Ford,Pune,2018,Petrol,Manual,First
Hyundai,Mumbai,2015,Petrol,Manual,First
Toyota,Hyderabad,2012,Diesel,Manual,First
Renault,Mumbai,2013,Diesel,Manual,First
Toyota,Mumbai,2013,Diesel,Manual,First
Honda,Delhi,2009,Petrol,Manual,First
Maruti,Hyderabad,2016,Petrol,Manual,First
Nissan,Kochi,2016,Petrol,Manual,First
Maruti,Chennai,2016,Petrol,Automatic,Second
Mercedes-Benz,Hyderabad,2010,Petrol,Manual,Second
Ford,Chennai,2013,Diesel,Manual,First
Hyundai,Jaipur,2015,Petrol,Manual,First
Hyundai,Chennai,2009,Petrol,Automatic,Third
Maruti,Chennai,2012,Petrol,Manual,First
Mercedes-Benz,Hyderabad,2014,Diesel,Automatic,First
Hyundai,Kochi,2017,Petrol,Manual,First
Hyundai,Kochi,2014,Petrol,Automatic,First
Chevrolet,Kochi,2014,Diesel,Manual,First
Toyota,Mumbai,2010,Petrol,Manual,First
Maruti,Pune,2011,Petrol,Manual,First
Nissan,Kolkata,2012,Diesel,Manual,First
Tata,Pune,2013,Petrol,Manual,First
Maruti,Delhi,2014,Diesel,Manual,First
Land Rover,Coimbatore,2008,Petrol,Manual,First
Audi,Ahmedabad,2016,Diesel,Automatic,First
Honda,Chennai,2016,Diesel,Manual,First
Chevrolet,Mumbai,2004,Petrol,Manual,First
Audi,Hyderabad,2016,Diesel,Automatic,First
Maruti,Hyderabad,2012,Diesel,Manual,First
Mahindra,Kochi,2018,Diesel,Manual,First
Maruti,Chennai,2014,Diesel,Manual,First
Toyota,Pune,2011,Diesel,Manual,Second
Tata,Chennai,2015,Diesel,Manual,Second
Maruti,Jaipur,2006,Petrol,Manual,First
Volkswagen,Kolkata,2015,Petrol,Manual,First
Hyundai,Delhi,2017,Petrol,Automatic,First
Toyota,Hyderabad,2012,Diesel,Automatic,First
Maruti,Coimbatore,2019,Petrol,Manual,First
Maruti,Mumbai,2016,Petrol,Manual,First
Mini,Hyderabad,2013,Diesel,Automatic,First
Mercedes-Benz,Chennai,2009,Diesel,Automatic,Second
Maruti,Delhi,2015,Petrol,Manual,First
Maruti,Kochi,2017,Petrol,Manual,First
Chevrolet,Kolkata,2014,Diesel,Manual,First
Toyota,Kolkata,2011,Diesel,Manual,First
Toyota,Mumbai,2009,Diesel,Manual,First
BMW,Hyderabad,2012,Diesel,Automatic,Second
Skoda,Coimbatore,2016,Petrol,Manual,First
Toyota,Kolkata,2019,Diesel,Manual,First
Volkswagen,Bangalore,2009,Diesel,Automatic,First
Hyundai,Kolkata,2011,Diesel,Manual,First
Tata,Mumbai,2013,Diesel,Manual,Second
Volkswagen,Pune,2013,Petrol,Manual,First
Hyundai,Chennai,2016,Diesel,Automatic,First
Maruti,Mumbai,2014,Petrol,Manual,First
Honda,Delhi,2008,Petrol,Manual,First
Mahindra,Delhi,2012,Diesel,Manual,Second
Volkswagen,Jaipur,2016,Diesel,Manual,First
Tata,Kolkata,2015,Petrol,Manual,First
Jaguar,Kochi,2016,Diesel,Automatic,First
Toyota,Kochi,2018,Petrol,Automatic,First
Maruti,Pune,2011,Petrol,Manual,Second
Honda,Mumbai,2007,Petrol,Automatic,First
Hyundai,Delhi,2014,Petrol,Manual,First
Toyota,Delhi,2013,Diesel,Automatic,First
Mercedes-Benz,Mumbai,2011,Petrol,Automatic,Second
Maruti,Hyderabad,2016,Diesel,Manual,First
Maruti,Kochi,2017,Diesel,Manual,First
Land Rover,Kochi,2019,Diesel,Automatic,First
Chevrolet,Mumbai,2012,Petrol,Manual,First
Honda,Hyderabad,2008,Petrol,Automatic,Second
BMW,Coimbatore,2014,Diesel,Automatic,First
Skoda,Mumbai,2011,Diesel,Automatic,First
Maruti,Delhi,2013,Diesel,Manual,First
Volvo,Pune,2013,Diesel,Automatic,First
Maruti,Delhi,2013,Petrol,Manual,First
Land Rover,Bangalore,2014,Diesel,Automatic,First
Honda,Mumbai,2008,Petrol,Automatic,Third
Toyota,Kochi,2017,Diesel,Manual,First
Toyota,Hyderabad,2018,Diesel,Manual,First
Honda,Kochi,2018,Petrol,Manual,First
Honda,Kolkata,2015,Petrol,Manual,First
Maruti,Hyderabad,2017,Diesel,Automatic,First
Nissan,Pune,2014,Diesel,Manual,First
Toyota,Chennai,2014,Diesel,Manual,First
Honda,Coimbatore,2016,Petrol,Manual,First
Volkswagen,Bangalore,2012,Petrol,Manual,First
Mahindra,Mumbai,2016,Diesel,Manual,First
Ford,Chennai,2016,Diesel,Manual,First
Skoda,Hyderabad,2012,Diesel,Manual,First
Hyundai,Chennai,2012,Petrol,Manual,First
Toyota,Hyderabad,2005,Diesel,Manual,First
Tata,Coimbatore,2018,Diesel,Manual,First
Maruti,Delhi,2014,Diesel,Manual,First
Skoda,Kolkata,2017,Diesel,Automatic,First
Toyota,Coimbatore,2019,Diesel,Manual,First
Hyundai,Pune,2014,Petrol,Manual,Second
Honda,Coimbatore,2019,Petrol,Manual,First
Honda,Hyderabad,2014,Diesel,Manual,First
Volkswagen,Jaipur,2011,Diesel,Manual,First
Audi,Chennai,2014,Diesel,Automatic,First
Maruti,Chennai,2015,Petrol,Manual,First
Tata,Pune,2012,Diesel,Manual,Second
Hyundai,Delhi,2016,Petrol,Manual,First
Mercedes-Benz,Bangalore,2014,Diesel,Automatic,First
Mahindra,Jaipur,2016,Diesel,Manual,First
Hyundai,Mumbai,2011,Diesel,Manual,Second
Ford,Coimbatore,2017,Diesel,Manual,First
Mini,Mumbai,2016,Diesel,Automatic,First
Maruti,Hyderabad,2013,Petrol,Manual,First
Mahindra,Pune,2015,Diesel,Manual,Second
Mercedes-Benz,Coimbatore,2016,Diesel,Automatic,First
Renault,Kochi,2016,Diesel,Manual,First
Maruti,Kolkata,2016,Diesel,Manual,First
Volkswagen,Kolkata,2011,Petrol,Manual,First
Mahindra,Coimbatore,2017,Diesel,Manual,First
Volkswagen,Coimbatore,2014,Petrol,Manual,First
Maruti,Hyderabad,2012,Petrol,Manual,First
Chevrolet,Pune,2005,Petrol,Manual,First
Toyota,Delhi,2012,Diesel,Manual,First
Honda,Delhi,2015,Diesel,Manual,First
Volkswagen,Coimbatore,2017,Petrol,Manual,First
Maruti,Mumbai,2012,Diesel,Manual,First
Maruti,Chennai,2012,Petrol,Manual,Third
Hyundai,Pune,2017,Diesel,Manual,First
Audi,Bangalore,2015,Diesel,Automatic,First
Maruti,Coimbatore,2010,Petrol,Manual,First
Honda,Kolkata,2014,Diesel,Manual,First
Volkswagen,Chennai,2011,Diesel,Automatic,Second
Hyundai,Mumbai,2013,Diesel,Automatic,First
Maruti,Kochi,2011,Petrol,Manual,First
Land Rover,Mumbai,2017,Diesel,Automatic,First
Honda,Pune,2016,Petrol,Manual,First
Mercedes-Benz,Kochi,2011,Petrol,Automatic,Second
Maruti,Pune,2011,Petrol,Manual,First
Hyundai,Kolkata,2014,Diesel,Manual,First
Maruti,Mumbai,2017,CNG,Manual,First
Volkswagen,Jaipur,2017,Diesel,Automatic,First
BMW,Pune,2011,Diesel,Automatic,First
Hyundai,Kolkata,2014,Diesel,Manual,First
Mercedes-Benz,Mumbai,2014,Diesel,Automatic,First
Mahindra,Chennai,2012,Diesel,Manual,First
Hyundai,Bangalore,2015,Petrol,Manual,First
Hyundai,Mumbai,2008,Petrol,Manual,Second
Volkswagen,Mumbai,2012,Diesel,Manual,First
Skoda,Chennai,2011,Diesel,Manual,First
Audi,Kochi,2019,Diesel,Automatic,First
Toyota,Chennai,2010,Diesel,Manual,Second
Maruti,Kochi,2013,Petrol,Manual,First
Hyundai,Coimbatore,2013,Petrol,Manual,First
Honda,Delhi,2013,Petrol,Manual,First
Maruti,Kolkata,2015,Petrol,Manual,First
Mahindra,Jaipur,2013,Diesel,Manual,First
Honda,Mumbai,2015,Petrol,Manual,First
Skoda,Mumbai,2015,Petrol,Manual,First
Maruti,Pune,2016,Petrol,Manual,First
Hyundai,Hyderabad,2013,Petrol,Manual,Second
Maruti,Kochi,2015,Petrol,Manual,First
Nissan,Coimbatore,2014,Petrol,Automatic,First
Audi,Delhi,2008,Petrol,Automatic,First
Maruti,Pune,2010,Diesel,Manual,First
Tata,Jaipur,2017,Diesel,Manual,First
Volkswagen,Kolkata,2016,Diesel,Manual,First
Honda,Kochi,2016,Petrol,Manual,First
Honda,Bangalore,2015,Petrol,Manual,First
Maruti,Hyderabad,2011,Petrol,Manual,First
Volkswagen,Jaipur,2014,Diesel,Manual,First
Chevrolet,Pune,2009,Diesel,Automatic,First
Mahindra,Kolkata,2016,Diesel,Manual,First
Honda,Kochi,2015,Diesel,Manual,First
Hyundai,Chennai,2011,Petrol,Manual,Second
Maruti,Jaipur,2016,Petrol,Automatic,First
Volkswagen,Mumbai,2014,Diesel,Automatic,Second
Maruti,Mumbai,2018,Petrol,Manual,First
Mahindra,Delhi,2012,Diesel,Automatic,First
Chevrolet,Mumbai,2008,Petrol,Manual,Second
Maruti,Kochi,2016,Petrol,Manual,First
Hyundai,Hyderabad,2012,Diesel,Manual,First
Honda,Kochi,2018,Petrol,Manual,First
Mahindra,Coimbatore,2017,Diesel,Manual,First
Hyundai,Bangalore,2012,Petrol,Manual,First
Hyundai,Chennai,2012,Diesel,Manual,First
Hyundai,Delhi,2011,Petrol,Manual,First
Maruti,Bangalore,2014,Petrol,Automatic,First
Skoda,Kolkata,2012,Diesel,Manual,First
Maruti,Delhi,2015,Diesel,Manual,First
Hyundai,Pune,2008,Petrol,Manual,Second
Hyundai,Jaipur,2010,Petrol,Manual,Second
Ford,Mumbai,2013,Petrol,Automatic,First
Mercedes-Benz,Kochi,2011,Diesel,Automatic,Second
Maruti,Ahmedabad,2017,Diesel,Manual,First
Maruti,Jaipur,2004,Petrol,Manual,Second
Maruti,Pune,2010,Petrol,Manual,Third
Hyundai,Mumbai,2018,Petrol,Manual,First
BMW,Kochi,2017,Diesel,Automatic,First
Ford,Hyderabad,2006,Petrol,Manual,First
Ford,Kochi,2017,Diesel,Manual,First
Maruti,Kochi,2015,Petrol,Manual,First
Volkswagen,Kolkata,2012,Diesel,Automatic,First
Honda,Pune,2017,Diesel,Manual,First
Audi,Coimbatore,2016,Diesel,Automatic,First
Hyundai,Kochi,2017,Diesel,Manual,First
Mercedes-Benz,Delhi,2013,Diesel,Automatic,First
Toyota,Coimbatore,2013,Diesel,Manual,First
Nissan,Jaipur,2011,Petrol,Manual,Second
Skoda,Bangalore,2011,Diesel,Automatic,Second
Chevrolet,Jaipur,2006,Petrol,Manual,First
Honda,Mumbai,2014,Diesel,Manual,First
Maruti,Hyderabad,2010,Diesel,Manual,First
Volkswagen,Coimbatore,2011,Petrol,Manual,Second
Nissan,Mumbai,2013,Petrol,Manual,First
Maruti,Coimbatore,2013,Petrol,Automatic,Second
Toyota,Pune,2011,Diesel,Manual,First
Honda,Pune,2014,Petrol,Manual,First
Hyundai,Coimbatore,2017,Petrol,Automatic,First
Jaguar,Hyderabad,2017,Diesel,Automatic,First
Mahindra,Kolkata,2012,Diesel,Manual,First
Mercedes-Benz,Mumbai,2011,Petrol,Automatic,First
Skoda,Delhi,2014,Petrol,Automatic,First
Chevrolet,Pune,2012,Diesel,Automatic,First
Mahindra,Delhi,2010,Diesel,Manual,First
Hyundai,Coimbatore,2015,Petrol,Manual,First
Hyundai,Hyderabad,2016,Diesel,Manual,First
Honda,Hyderabad,2008,Petrol,Automatic,First
Hyundai,Kolkata,2013,Petrol,Manual,First
Honda,Delhi,2013,Diesel,Manual,First
Maruti,Delhi,2012,Petrol,Manual,Second
Honda,Jaipur,2013,Petrol,Manual,First
Hyundai,Kochi,2014,Petrol,Manual,First
Volkswagen,Kochi,2016,Petrol,Manual,First
Skoda,Pune,2008,Diesel,Manual,Second
Mercedes-Benz,Mumbai,2014,Diesel,Automatic,First
Renault,Pune,2013,Petrol,Manual,First
Hyundai,Hyderabad,2017,Petrol,Manual,First
Maruti,Coimbatore,2016,Petrol,Manual,Second
Nissan,Jaipur,2011,Diesel,Manual,Second
Audi,Mumbai,2015,Diesel,Automatic,First
Hyundai,Coimbatore,2018,Petrol,Manual,First
Honda,Bangalore,2014,Petrol,Manual,First
Maruti,Kochi,2014,Petrol,Manual,First
Hyundai,Delhi,2017,Petrol,Manual,First
Mahindra,Coimbatore,2014,Diesel,Manual,First
Volkswagen,Delhi,2015,Petrol,Automatic,First
Maruti,Coimbatore,2011,Petrol,Manual,First
Volkswagen,Kolkata,2014,Diesel,Manual,First
Hyundai,Delhi,2016,Petrol,Manual,First
Mercedes-Benz,Coimbatore,2017,Diesel,Automatic,First
Hyundai,Pune,2014,Petrol,Automatic,First
Fiat,Chennai,2010,Petrol,Manual,First
Toyota,Pune,2011,Diesel,Manual,Second
Mahindra,Kochi,2017,Diesel,Automatic,First
Volkswagen,Coimbatore,2015,Diesel,Manual,First
BMW,Kochi,2018,Diesel,Automatic,First
Mercedes-Benz,Coimbatore,2018,Diesel,Automatic,First
Mercedes-Benz,Mumbai,2012,Diesel,Automatic,First
Hyundai,Kochi,2018,Petrol,Manual,First
Skoda,Mumbai,2011,Petrol,Automatic,First
Hyundai,Chennai,2013,Petrol,Automatic,First
Hyundai,Hyderabad,2011,Diesel,Manual,First
Mahindra,Mumbai,2011,Diesel,Manual,Second
Honda,Mumbai,2013,Petrol,Manual,First
Hyundai,Jaipur,2017,Petrol,Manual,First
Ford,Pune,2007,Diesel,Manual,Fourth & Above
Hyundai,Chennai,2011,Diesel,Manual,First
Toyota,Pune,2011,Diesel,Manual,First
BMW,Pune,2011,Diesel,Automatic,Second
Toyota,Delhi,2013,Diesel,Automatic,First
Honda,Pune,2018,Petrol,Automatic,First
Hyundai,Kochi,2013,Petrol,Manual,First
Hyundai,Hyderabad,2012,Petrol,Manual,First
BMW,Mumbai,2015,Diesel,Automatic,First
Audi,Coimbatore,2016,Diesel,Automatic,First
Maruti,Kochi,2017,Petrol,Manual,First
Maruti,Delhi,2017,Petrol,Automatic,First
Hyundai,Kolkata,2005,Petrol,Manual,First
Maruti,Mumbai,2016,Petrol,Manual,First
Tata,Pune,2011,Petrol,Manual,Second
Ford,Ahmedabad,2012,Diesel,Manual,First
Volkswagen,Hyderabad,2011,Diesel,Automatic,First
Fiat,Chennai,2010,Diesel,Manual,Second
Mahindra,Hyderabad,2015,Diesel,Manual,First
Maruti,Hyderabad,2013,Petrol,Manual,First
Toyota,Kochi,2012,Petrol,Manual,First
Hyundai,Coimbatore,2015,Petrol,Manual,First
Toyota,Pune,2014,Diesel,Manual,First
Tata,Kolkata,2008,Diesel,Manual,First
BMW,Mumbai,2015,Diesel,Automatic,First
Ford,Delhi,2017,Diesel,Automatic,First
Maruti,Mumbai,2017,Petrol,Manual,First
Ford,Kolkata,2015,Diesel,Manual,First
Chevrolet,Pune,2007,Petrol,Manual,Third
Honda,Delhi,2011,Petrol,Automatic,First
Nissan,Chennai,2016,Petrol,Manual,First
Maruti,Kolkata,2016,Petrol,Manual,First
Ford,Kolkata,2012,Diesel,Manual,First
Fiat,Jaipur,2011,Diesel,Manual,First
Hyundai,Coimbatore,2018,Petrol,Manual,First
Maruti,Kolkata,2014,Diesel,Manual,First
Ford,Hyderabad,2014,Diesel,Manual,First
Maruti,Jaipur,2010,Diesel,Manual,First
Hyundai,Kochi,2016,Petrol,Manual,First
Ford,Hyderabad,2012,Diesel,Automatic,First
Volkswagen,Hyderabad,2014,Diesel,Manual,First
Mahindra,Kochi,2018,Diesel,Manual,First
BMW,Hyderabad,2013,Diesel,Automatic,First
Renault,Hyderabad,2012,Diesel,Manual,First
Maruti,Ahmedabad,2010,Petrol,Manual,First
Maruti,Pune,2017,Diesel,Manual,First
Maruti,Jaipur,2010,Petrol,Manual,First
Maruti,Jaipur,2015,Petrol,Automatic,First
Maruti,Coimbatore,2017,Petrol,Manual,First
Renault,Kochi,2013,Diesel,Manual,First
Maruti,Kochi,2011,Petrol,Manual,First
Renault,Kochi,2015,Petrol,Manual,First
Honda,Chennai,2006,Petrol,Manual,First
Mahindra,Delhi,2012,Diesel,Manual,First
Mahindra,Chennai,2011,Diesel,Manual,Second
Renault,Delhi,2017,Petrol,Manual,First
Porsche,Mumbai,2013,Diesel,Automatic,First
Maruti,Pune,2008,Diesel,Manual,Second
Datsun,Hyderabad,2016,Petrol,Manual,First
Hyundai,Chennai,2011,Petrol,Manual,First
BMW,Coimbatore,2016,Diesel,Automatic,Second
Maruti,Mumbai,2012,Diesel,Manual,First
Hyundai,Jaipur,2014,Petrol,Manual,First
BMW,Coimbatore,2011,Petrol,Automatic,First
Chevrolet,Mumbai,2011,Diesel,Manual,First
Mercedes-Benz,Pune,2015,Diesel,Automatic,First
Maruti,Jaipur,2011,Diesel,Manual,First
Mercedes-Benz,Pune,2007,Petrol,Automatic,Second
Hyundai,Kochi,2016,Petrol,Manual,First
Hyundai,Kolkata,2014,Petrol,Manual,First
Maruti,Pune,2014,Diesel,Manual,First
Hyundai,Chennai,2017,Petrol,Manual,First
Maruti,Mumbai,2014,Petrol,Manual,First
Maruti,Hyderabad,2013,Diesel,Manual,First
Honda,Kochi,2018,Petrol,Manual,First
Hyundai,Chennai,2015,Petrol,Automatic,Second
Honda,Kolkata,2013,Petrol,Manual,First
Hyundai,Pune,2013,Petrol,Manual,First
Honda,Mumbai,2014,Petrol,Manual,First
Hyundai,Coimbatore,2017,Petrol,Manual,First
Mahindra,Kochi,2014,Diesel,Manual,First
Maruti,Mumbai,2013,CNG,Manual,First
Toyota,Mumbai,2013,Diesel,Manual,First
Maruti,Pune,2012,Diesel,Manual,First
Maruti,Coimbatore,2017,Petrol,Automatic,First
Hyundai,Coimbatore,2016,Petrol,Manual,First
Honda,Hyderabad,2014,Diesel,Manual,First
BMW,Chennai,2010,Diesel,Automatic,First
Ford,Delhi,2011,Petrol,Manual,First
Volkswagen,Kochi,2018,Petrol,Manual,First
Ford,Kochi,2015,Diesel,Manual,Second
Honda,Pune,2004,Petrol,Manual,Second
Mahindra,Kolkata,2014,Diesel,Manual,First
Toyota,Delhi,2012,Diesel,Manual,First
Hyundai,Kolkata,2017,Petrol,Manual,First
Maruti,Pune,2017,Diesel,Automatic,First
Maruti,Kochi,2016,Diesel,Manual,First
Volkswagen,Pune,2012,Petrol,Manual,First
Toyota,Coimbatore,2019,Petrol,Manual,First
Maruti,Mumbai,2016,Petrol,Manual,First
Mercedes-Benz,Bangalore,2013,Diesel,Automatic,First
Maruti,Pune,2013,Petrol,Manual,First
Tata,Kochi,2012,Petrol,Manual,First
Skoda,Bangalore,2011,Petrol,Manual,First
Volkswagen,Mumbai,2016,Petrol,Automatic,First
Hyundai,Coimbatore,2014,Diesel,Manual,First
Tata,Hyderabad,2017,Diesel,Manual,First
Hyundai,Kolkata,2013,Petrol,Manual,First
Audi,Bangalore,2014,Diesel,Automatic,First
Toyota,Kochi,2013,Diesel,Manual,First
Mercedes-Benz,Hyderabad,2012,Diesel,Automatic,First
Hyundai,Pune,2015,Diesel,Manual,First
Honda,Kochi,2011,Petrol,Automatic,First
Volkswagen,Kochi,2016,Diesel,Manual,First
Hyundai,Mumbai,2010,Petrol,Manual,First
Hyundai,Jaipur,2012,Diesel,Manual,First
Ford,Hyderabad,2015,Diesel,Manual,First
Hyundai,Kochi,2019,Petrol,Manual,First
Hyundai,Kolkata,2017,Diesel,Manual,First
Hyundai,Kolkata,2014,Petrol,Manual,First
Audi,Hyderabad,2015,Diesel,Automatic,First
Maruti,Kolkata,2015,Petrol,Manual,First
Hyundai,Kolkata,2012,Petrol,Manual,First
Mahindra,Kolkata,2017,Diesel,Manual,First
Hyundai,Ahmedabad,2014,Diesel,Automatic,First
Jeep,Mumbai,2017,Diesel,Manual,First
Maruti,Coimbatore,2017,Diesel,Manual,First
Toyota,Kochi,2012,Petrol,Manual,First
Mahindra,Kolkata,2013,Diesel,Manual,First
BMW,Mumbai,2016,Diesel,Automatic,First
Hyundai,Pune,2015,Diesel,Manual,Second
Mercedes-Benz,Coimbatore,2017,Diesel,Automatic,First
Chevrolet,Bangalore,2013,Diesel,Manual,Second
Hyundai,Jaipur,2011,Petrol,Manual,Second
Honda,Mumbai,2012,Petrol,Manual,Second
Nissan,Hyderabad,2013,Diesel,Manual,First
Volkswagen,Delhi,2015,Petrol,Manual,First
Hyundai,Chennai,2010,Petrol,Manual,Second
Chevrolet,Pune,2009,Diesel,Automatic,Third
Hyundai,Hyderabad,2007,Petrol,Manual,Second
Maruti,Delhi,2014,Diesel,Manual,First
Honda,Delhi,2013,Diesel,Manual,First
Mercedes-Benz,Mumbai,2016,Petrol,Automatic,First
Hyundai,Kochi,2018,Petrol,Manual,First
Hyundai,Pune,2009,Petrol,Manual,Third
Maruti,Hyderabad,2017,Diesel,Manual,First
Honda,Pune,1999,Petrol,Manual,First
Toyota,Pune,2013,Diesel,Manual,Third
Mini,Coimbatore,2014,Diesel,Automatic,First
Fiat,Coimbatore,2016,Petrol,Manual,First
Chevrolet,Mumbai,2011,Petrol,Manual,Second
Hyundai,Chennai,2008,Petrol,Manual,Second
Hyundai,Delhi,2015,Diesel,Manual,First
Maruti,Mumbai,2014,Petrol,Automatic,First
Hyundai,Jaipur,2014,Petrol,Manual,First
Renault,Coimbatore,2015,Diesel,Manual,First
BMW,Ahmedabad,2011,Diesel,Automatic,Second
Hyundai,Kolkata,2018,Petrol,Manual,First
Hyundai,Hyderabad,2007,Petrol,Manual,Second
Chevrolet,Pune,2009,Petrol,Manual,Second
Honda,Ahmedabad,2018,Petrol,Manual,First
Volkswagen,Chennai,2013,Diesel,Manual,First
Toyota,Delhi,2012,Diesel,Automatic,First
Honda,Delhi,2011,Petrol,Manual,First
BMW,Jaipur,2017,Diesel,Automatic,First
Audi,Bangalore,2014,Diesel,Automatic,Second
Maruti,Delhi,2014,Diesel,Manual,First
Volkswagen,Kochi,2016,Diesel,Automatic,First
Honda,Kochi,2016,Diesel,Manual,First
Audi,Delhi,2012,Diesel,Automatic,Second
Skoda,Hyderabad,2014,Petrol,Manual,First
Toyota,Delhi,2011,Diesel,Manual,First
Chevrolet,Mumbai,2010,Diesel,Manual,First
Maruti,Mumbai,2014,Petrol,Manual,First
Maruti,Delhi,2017,Petrol,Manual,First
Maruti,Delhi,2016,Diesel,Manual,First
Toyota,Pune,2014,Diesel,Manual,First
Maruti,Kolkata,2014,Petrol,Manual,First
Toyota,Kochi,2019,Diesel,Automatic,First
Tata,Pune,2017,Diesel,Manual,First
Hyundai,Jaipur,2012,Petrol,Manual,First
Ford,Pune,2012,Diesel,Manual,First
Chevrolet,Kolkata,2015,Diesel,Manual,First
Ford,Chennai,2006,Diesel,Manual,Third
Honda,Chennai,2007,Petrol,Manual,Second
Honda,Kochi,2017,Petrol,Manual,First
Mercedes-Benz,Delhi,2018,Diesel,Automatic,First
Hyundai,Delhi,2018,Petrol,Manual,First
Maruti,Mumbai,2012,Petrol,Manual,First
Volkswagen,Coimbatore,2017,Diesel,Automatic,First
Honda,Mumbai,2015,Petrol,Manual,First
Honda,Kolkata,2016,Petrol,Manual,First
Maruti,Delhi,2014,Diesel,Manual,First
Hyundai,Kochi,2017,Diesel,Automatic,First
Audi,Kochi,2014,Diesel,Automatic,Second
Hyundai,Kolkata,2014,Petrol,Manual,First
Ford,Jaipur,2010,Diesel,Manual,Second
Volkswagen,Coimbatore,2018,Petrol,Manual,First
Renault,Kolkata,2013,Diesel,Manual,First
Honda,Kolkata,2015,Petrol,Manual,First
Hyundai,Delhi,2015,Petrol,Manual,First
Audi,Coimbatore,2012,Diesel,Automatic,First
Mahindra,Delhi,2014,Diesel,Automatic,First
Toyota,Ahmedabad,2017,Diesel,Automatic,First
Skoda,Kolkata,2002,Diesel,Manual,First
Mercedes-Benz,Hyderabad,2012,Diesel,Automatic,First
Maruti,Kochi,2018,Petrol,Manual,First
Maruti,Hyderabad,2013,Diesel,Manual,Second
Toyota,Bangalore,2002,Diesel,Manual,Third
BMW,Delhi,2012,Diesel,Automatic,Second
Mitsubishi,Kochi,2013,Diesel,Manual,First
Toyota,Delhi,2008,Petrol,Manual,First
Maruti,Ahmedabad,2016,CNG,Manual,First
Maruti,Mumbai,2013,Petrol,Manual,First
Audi,Kochi,2014,Diesel,Automatic,First
Hyundai,Chennai,2017,CNG,Manual,First
Honda,Coimbatore,2016,Diesel,Manual,First
Mercedes-Benz,Mumbai,2004,Petrol,Automatic,Second
Honda,Jaipur,2005,Petrol,Manual,Second
Audi,Kochi,2013,Diesel,Automatic,First
Maruti,Mumbai,2012,Petrol,Manual,First
Maruti,Delhi,2016,Diesel,Manual,First
Mahindra,Pune,2014,Diesel,Manual,First
Chevrolet,Kochi,2012,Petrol,Manual,First
Ford,Kochi,2017,Diesel,Manual,First
BMW,Coimbatore,2017,Diesel,Automatic,First
Audi,Coimbatore,2015,Diesel,Automatic,Second
BMW,Coimbatore,2015,Diesel,Automatic,Second
Hyundai,Mumbai,2009,Petrol,Automatic,First
Hyundai,Ahmedabad,2016,Diesel,Automatic,First
Audi,Chennai,2014,Diesel,Automatic,First
Mercedes-Benz,Mumbai,2007,Petrol,Automatic,Third
Hyundai,Kolkata,2012,Petrol,Manual,First
Ford,Mumbai,2017,Diesel,Manual,First
Volkswagen,Kolkata,2011,Diesel,Manual,First
Maruti,Jaipur,2017,Diesel,Manual,First
Mahindra,Ahmedabad,2016,Diesel,Manual,First
Hyundai,Coimbatore,2016,Diesel,Manual,First
Maruti,Chennai,2008,Petrol,Manual,First
Hyundai,Delhi,2015,Petrol,Manual,Second
Mahindra,Kolkata,2015,Diesel,Manual,Second
Skoda,Hyderabad,2010,Diesel,Manual,First
BMW,Mumbai,2012,Diesel,Automatic,First
Honda,Hyderabad,2016,Diesel,Manual,First
Mercedes-Benz,Mumbai,2013,Diesel,Automatic,First
Mahindra,Mumbai,2016,Diesel,Automatic,First
Honda,Kochi,2017,Petrol,Automatic,First
Maruti,Coimbatore,2014,Diesel,Manual,First
Mercedes-Benz,Coimbatore,2017,Diesel,Automatic,First
Honda,Mumbai,2011,Petrol,Manual,First
Tata,Bangalore,2014,Diesel,Manual,First
